#ID Interactor A	ID Interactor B	Alt IDs Interactor A	Alt IDs Interactor B	Aliases Interactor A	Aliases Interactor B	Interaction Detection Method	Publication 1st Author	Publication Identifiers	Taxid Interactor A	Taxid Interactor B	Interaction Types	Source Database	Interaction Identifiers	Confidence Values
entrez gene/locuslink:7015	entrez gene/locuslink:2023	biogrid:112874|entrez gene/locuslink:TERT	biogrid:108338|entrez gene/locuslink:ENO1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:ENO1L1(gene name synonym)|entrez gene/locuslink:MPB1(gene name synonym)|entrez gene/locuslink:NNE(gene name synonym)|entrez gene/locuslink:PPH(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872864	-
entrez gene/locuslink:7015	entrez gene/locuslink:5478	biogrid:112874|entrez gene/locuslink:TERT	biogrid:111474|entrez gene/locuslink:PPIA	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:CYPA(gene name synonym)|entrez gene/locuslink:CYPH(gene name synonym)|entrez gene/locuslink:HEL-S-69p(gene name synonym)	psi-mi:"MI:0018"(two hybrid)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:872865	-
entrez gene/locuslink:7323	entrez gene/locuslink:7015	biogrid:113171|entrez gene/locuslink:UBE2D3	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:"E2(17)KB3"(gene name synonym)|entrez gene/locuslink:UBC4/5(gene name synonym)|entrez gene/locuslink:UBCH5C(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Wang W (2013)"	pubmed:23741361	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:872872	-
entrez gene/locuslink:7015	entrez gene/locuslink:10728	biogrid:112874|entrez gene/locuslink:TERT	biogrid:115952|entrez gene/locuslink:PTGES3	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:P23(gene name synonym)|entrez gene/locuslink:TEBP(gene name synonym)|entrez gene/locuslink:cPGES(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Forsythe HL (2001)"	pubmed:11274138	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:904549	-
entrez gene/locuslink:7015	entrez gene/locuslink:3320	biogrid:112874|entrez gene/locuslink:TERT	biogrid:109552|entrez gene/locuslink:HSP90AA1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:EL52(gene name synonym)|entrez gene/locuslink:HSP86(gene name synonym)|entrez gene/locuslink:HSP89A(gene name synonym)|entrez gene/locuslink:HSP90A(gene name synonym)|entrez gene/locuslink:HSP90N(gene name synonym)|entrez gene/locuslink:HSPC1(gene name synonym)|entrez gene/locuslink:HSPCA(gene name synonym)|entrez gene/locuslink:HSPCAL1(gene name synonym)|entrez gene/locuslink:HSPCAL4(gene name synonym)|entrez gene/locuslink:HSPN(gene name synonym)|entrez gene/locuslink:Hsp89(gene name synonym)|entrez gene/locuslink:Hsp90(gene name synonym)|entrez gene/locuslink:LAP-2(gene name synonym)|entrez gene/locuslink:LAP2(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Forsythe HL (2001)"	pubmed:11274138	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:906064	-
entrez gene/locuslink:7015	entrez gene/locuslink:3308	biogrid:112874|entrez gene/locuslink:TERT	biogrid:109540|entrez gene/locuslink:HSPA4	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:APG-2(gene name synonym)|entrez gene/locuslink:HEL-S-5a(gene name synonym)|entrez gene/locuslink:HS24/P52(gene name synonym)|entrez gene/locuslink:HSPH2(gene name synonym)|entrez gene/locuslink:RY(gene name synonym)|entrez gene/locuslink:hsp70(gene name synonym)|entrez gene/locuslink:hsp70RY(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Forsythe HL (2001)"	pubmed:11274138	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:906065	-
entrez gene/locuslink:7015	entrez gene/locuslink:207	biogrid:112874|entrez gene/locuslink:TERT	biogrid:106710|entrez gene/locuslink:AKT1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:AKT(gene name synonym)|entrez gene/locuslink:CWS6(gene name synonym)|entrez gene/locuslink:PKB(gene name synonym)|entrez gene/locuslink:PKB-ALPHA(gene name synonym)|entrez gene/locuslink:PRKBA(gene name synonym)|entrez gene/locuslink:RAC(gene name synonym)|entrez gene/locuslink:RAC-ALPHA(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Kim MO (2008)"	pubmed:18775701	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:1028199	-
entrez gene/locuslink:1200	entrez gene/locuslink:7015	biogrid:107611|entrez gene/locuslink:TPP1|entrez gene/locuslink:GIG1	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:CLN2(gene name synonym)|entrez gene/locuslink:LPIC(gene name synonym)|entrez gene/locuslink:SCAR7(gene name synonym)|entrez gene/locuslink:TPP-1(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Zemp I (2014)"	pubmed:25172512	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:1029546	-
entrez gene/locuslink:1200	entrez gene/locuslink:7015	biogrid:107611|entrez gene/locuslink:TPP1|entrez gene/locuslink:GIG1	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:CLN2(gene name synonym)|entrez gene/locuslink:LPIC(gene name synonym)|entrez gene/locuslink:SCAR7(gene name synonym)|entrez gene/locuslink:TPP-1(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Zemp I (2014)"	pubmed:25172512	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:1029551	-
entrez gene/locuslink:7157	entrez gene/locuslink:7015	biogrid:113010|entrez gene/locuslink:TP53	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:BCC7(gene name synonym)|entrez gene/locuslink:LFS1(gene name synonym)|entrez gene/locuslink:P53(gene name synonym)|entrez gene/locuslink:TRP53(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0254"(genetic interference)	"Xie L (2013)"	pubmed:23284306	taxid:9606	taxid:9606	psi-mi:"MI:0799"(additive genetic interaction defined by inequality)	psi-mi:"MI:0463"(biogrid)	biogrid:1278806	-
entrez gene/locuslink:7157	entrez gene/locuslink:7015	biogrid:113010|entrez gene/locuslink:TP53	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:BCC7(gene name synonym)|entrez gene/locuslink:LFS1(gene name synonym)|entrez gene/locuslink:P53(gene name synonym)|entrez gene/locuslink:TRP53(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0254"(genetic interference)	"Xie L (2013)"	pubmed:23284306	taxid:9606	taxid:9606	psi-mi:"MI:0796"(suppressive genetic interaction defined by inequality)	psi-mi:"MI:0463"(biogrid)	biogrid:1278807	-
entrez gene/locuslink:2115	entrez gene/locuslink:7015	biogrid:108416|entrez gene/locuslink:ETV1	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:ER81(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0254"(genetic interference)	"Xie L (2013)"	pubmed:23284306	taxid:9606	taxid:9606	psi-mi:"MI:0796"(suppressive genetic interaction defined by inequality)	psi-mi:"MI:0463"(biogrid)	biogrid:1278808	-
entrez gene/locuslink:545	entrez gene/locuslink:7015	biogrid:107027|entrez gene/locuslink:ATR	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:FCTCS(gene name synonym)|entrez gene/locuslink:FRP1(gene name synonym)|entrez gene/locuslink:MEC1(gene name synonym)|entrez gene/locuslink:SCKL(gene name synonym)|entrez gene/locuslink:SCKL1(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0254"(genetic interference)	"Xie L (2013)"	pubmed:23284306	taxid:9606	taxid:9606	psi-mi:"MI:0796"(suppressive genetic interaction defined by inequality)	psi-mi:"MI:0463"(biogrid)	biogrid:1278809	-
entrez gene/locuslink:7015	entrez gene/locuslink:2309	biogrid:112874|entrez gene/locuslink:TERT	biogrid:108598|entrez gene/locuslink:FOXO3	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:AF6q21(gene name synonym)|entrez gene/locuslink:FKHRL1(gene name synonym)|entrez gene/locuslink:FKHRL1P2(gene name synonym)|entrez gene/locuslink:FOXO2(gene name synonym)|entrez gene/locuslink:FOXO3A(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Hu C (2015)"	pubmed:26370108	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:1514753	-
entrez gene/locuslink:2309	entrez gene/locuslink:7015	biogrid:108598|entrez gene/locuslink:FOXO3	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:AF6q21(gene name synonym)|entrez gene/locuslink:FKHRL1(gene name synonym)|entrez gene/locuslink:FKHRL1P2(gene name synonym)|entrez gene/locuslink:FOXO2(gene name synonym)|entrez gene/locuslink:FOXO3A(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Hu C (2015)"	pubmed:26370108	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:1514754	-
entrez gene/locuslink:7015	entrez gene/locuslink:2309	biogrid:112874|entrez gene/locuslink:TERT	biogrid:108598|entrez gene/locuslink:FOXO3	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:AF6q21(gene name synonym)|entrez gene/locuslink:FKHRL1(gene name synonym)|entrez gene/locuslink:FKHRL1P2(gene name synonym)|entrez gene/locuslink:FOXO2(gene name synonym)|entrez gene/locuslink:FOXO3A(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Hu C (2015)"	pubmed:26370108	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:1514755	-
entrez gene/locuslink:4193	entrez gene/locuslink:7015	biogrid:110358|entrez gene/locuslink:MDM2	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:ACTFS(gene name synonym)|entrez gene/locuslink:HDMX(gene name synonym)|entrez gene/locuslink:hdm2(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Hu C (2015)"	pubmed:26370108	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:1514756	-
entrez gene/locuslink:7015	entrez gene/locuslink:4193	biogrid:112874|entrez gene/locuslink:TERT	biogrid:110358|entrez gene/locuslink:MDM2	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:ACTFS(gene name synonym)|entrez gene/locuslink:HDMX(gene name synonym)|entrez gene/locuslink:hdm2(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Hu C (2015)"	pubmed:26370108	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:1514757	-
entrez gene/locuslink:1616	entrez gene/locuslink:7015	biogrid:107985|entrez gene/locuslink:DAXX|entrez gene/locuslink:DADB-159G18.9	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:BING2(gene name synonym)|entrez gene/locuslink:DAP6(gene name synonym)|entrez gene/locuslink:EAP1(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Tang M (2015)"	pubmed:25416818	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:1521131	-
