whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	1263(Molecular Connections)	IMEx	missing_protein_evidence
Q95NM6	1	1	uniprotkb	6239	1	0	0	0	1	0
Q95NU5	1	1	0	0	0	0	0	0	0	0
Q95PJ8	1	1	0	0	0	0	0	0	0	1
Q95PV3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95PV5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95PV6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95PW9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95PX3	1	1	0	0	0	0	0	0	0	1
Q95PX7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95PZ0	1	1	uniprotkb	6239	1	0	0	0	1	0
Q95PZ1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95PZ2	1	1	0	0	0	0	0	0	0	1
Q95PZ7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95PZ9	1	1	0	0	0	0	0	0	0	0
Q95Q00	1	1	0	0	0	0	0	0	0	0
Q95Q03	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Q08	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Q11	1	1	0	0	0	0	0	0	0	1
Q95Q15	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Q17	1	1	uniprotkb	6239	1	0	1	0	1	0
Q95Q18	1	1	0	0	0	0	0	0	0	1
Q95Q25	0	0	uniprotkb	6239	1	1	0	0	1	0
Q95Q27	0	0	uniprotkb	6239	0	1	0	0	1	0
Q95Q34	1	1	0	0	0	0	0	0	0	1
Q95Q39	1	1	0	0	0	0	0	0	0	0
Q95Q62	1	1	uniprotkb	6239	0	1	0	0	1	0
Q95Q89	1	1	0	0	0	0	0	0	0	1
Q95Q95	1	1	0	0	0	0	0	0	0	1
Q95Q98	1	1	0	0	0	0	0	0	0	1
Q95QA3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QA6	1	1	uniprotkb	6239	1	0	0	0	1	0
Q95QB3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QB5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QB8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QC2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QC4	1	1	uniprotkb	6239	1	0	0	0	1	0
Q95QD1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QD7	1	1	uniprotkb	6239	1	0	0	0	1	0
Q95QD9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QG4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QG7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QI2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QI7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QJ7	1	1	uniprotkb	6239	1	0	1	0	1	0
Q95QK5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QM5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QN6	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95QQ2	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95QQ9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QR2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QT2	1	1	0	0	0	0	0	0	0	1
Q95QT4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QT8	1	1	0	0	0	0	0	0	0	1
Q95QU0	1	1	0	0	0	0	0	0	0	1
Q95QU3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QV8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QW0	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95QW4	1	1	0	0	0	0	0	0	0	0
Q95QY1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95QY7	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95QZ5	1	1	0	0	0	0	0	0	0	1
Q95QZ9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95R14	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95US5	1	1	0	0	0	0	0	0	0	0
Q95V25	1	1	uniprotkb	6239	0	1	0	0	1	0
Q95X35	1	1	0	0	0	0	0	0	0	1
Q95X42	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95X44	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95X55	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95X82	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95X85	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95X87	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95X91	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95X94	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XA8	1	1	uniprotkb	6239	1	0	0	0	1	0
Q95XA9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XC1	0	0	uniprotkb	6239	0	1	0	0	1	0
Q95XD3	1	1	0	0	0	0	0	0	0	0
Q95XG7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XG8	1	1	0	0	0	0	0	0	0	0
Q95XG9	1	1	0	0	0	0	0	0	0	0
Q95XI9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XK1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XK2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XL8	0	0	uniprotkb	6239	0	1	0	0	1	0
Q95XM2	1	1	0	0	0	0	0	0	0	0
Q95XM4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XN0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XP4	1	1	uniprotkb	6239	0	0	1	0	1	0
Q95XP7	1	1	0	0	0	0	0	0	0	0
Q95XP9	1	1	0	0	0	0	0	0	0	1
Q95XQ1	0	0	uniprotkb	6239	1	1	0	0	1	0
Q95XQ7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XQ8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XR0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XR4	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95XS0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XU1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XU3	0	0	uniprotkb	6239	1	1	0	0	1	0
Q95XU6	1	1	0	0	0	0	0	0	0	1
Q95XW5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XW7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XW8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XX0	1	1	uniprotkb	6239	1	1	0	0	1	0
Q95XX1	1	1	0	0	0	0	0	0	0	1
Q95XY1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95XZ0	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95XZ5	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95XZ6	1	1	0	0	0	0	0	0	0	0
Q95Y04	1	1	0	0	0	0	0	0	0	1
Q95Y05	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y07	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y12	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95Y13	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y15	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y26	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y29	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y58	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y71	1	1	0	0	0	0	0	0	0	1
Q95Y72	1	1	uniprotkb	6239	1	0	0	0	1	0
Q95Y80	1	1	uniprotkb	6239	1	0	0	0	1	0
Q95Y82	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y83	1	1	0	0	0	0	0	0	0	1
Q95Y84	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y87	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y89	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95Y90	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95Y94	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y95	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y97	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95Y99	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95YA5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95YA7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95YA9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95YC6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95YD4	1	1	0	0	0	0	0	0	0	0
Q95YD5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95YD9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95YE2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95YE6	0	0	uniprotkb	6239	0	1	0	0	1	0
Q95YE9	1	1	0	0	0	0	0	0	0	1
Q95YF0	1	1	0	0	0	0	0	0	0	1
Q95YF3	1	1	uniprotkb	6239	1	0	0	0	1	0
Q95ZI6	1	1	0	0	0	0	0	0	0	1
Q95ZI9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95ZJ1	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95ZK7	1	1	uniprotkb	6239	1	0	0	0	1	0
Q95ZN4	1	1	0	0	0	0	0	0	0	1
Q95ZN7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95ZP6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95ZQ3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95ZQ4	1	1	uniprotkb	6239	1	0	0	0	1	0
Q95ZQ7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95ZS1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95ZS2	1	1	0	0	0	0	0	0	0	1
Q95ZS5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95ZS6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95ZT1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95ZV7	1	1	uniprotkb	6239	1	0	0	0	1	1
Q95ZV8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95ZV9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q95ZW1	1	1	0	0	0	0	0	0	0	1
Q95ZW7	0	0	uniprotkb	6239	0	1	0	0	1	0
Q95ZY0	1	1	0	0	0	0	0	0	0	1
Q95ZY1	1	1	0	0	0	0	0	0	0	1
Q95ZY2	1	1	0	0	0	0	0	0	0	1
Q95ZY4	1	1	0	0	0	0	0	0	0	1
Q95ZY7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q960A0	1	1	0	0	0	0	0	0	0	1
Q960A1	1	1	0	0	0	0	0	0	0	1
Q960A6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965F9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965H3	1	1	uniprotkb	6239	1	0	0	0	1	0
Q965J0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965K5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965K8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965L8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965M2	1	1	0	0	0	0	0	0	0	0
Q965M4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965M5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965N5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965N8	0	0	uniprotkb	6239	0	1	0	0	1	0
Q965P0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965Q1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965Q4	1	1	0	0	0	0	0	0	0	1
Q965Q8	1	1	0	0	0	0	0	0	0	0
Q965Q9	0	0	uniprotkb	6239	0	1	0	0	1	0
Q965S4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965S8	1	1	0	0	0	0	0	0	0	1
Q965T1	1	1	0	0	0	0	0	0	0	1
Q965V4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965W1	1	1	0	0	0	0	0	0	0	1
Q965W2	1	1	uniprotkb	6239	1	0	0	0	1	1
Q965W3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965W9	1	1	0	0	0	0	0	0	0	0
Q965X4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965X6	1	1	uniprotkb	6239	1	0	0	0	1	0
Q965Y4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965Y7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q965Z4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q966A8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q966B0	1	1	0	0	0	0	0	0	0	0
Q966B8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q966C6	1	1	uniprotkb	6239	1	0	0	0	1	0
Q966C7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q966G8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q966I0	1	1	0	0	0	0	0	0	0	1
Q966J4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q966J6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q966J7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q966L2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q966L5	1	1	0	0	0	0	0	0	0	1
Q966L6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q966L8	1	1	uniprotkb	6239	1	0	0	0	1	0
Q966L9	1	1	uniprotkb	6239	0	0	1	0	1	0
Q966M4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q966M5	1	1	uniprotkb	6239	1	0	0	0	1	1
Q966M6	1	1	0	0	0	0	0	0	0	1
Q966P3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q966W3	1	1	0	0	0	0	0	0	0	1
Q967F1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q967F4	1	1	uniprotkb	6239	1	0	0	0	1	0
Q968A5	1	1	0	0	0	0	0	0	0	1
Q968Y9	1	1	0	0	0	0	0	0	0	0
Q9BHL0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BHL4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BHM0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BI40	1	1	0	0	0	0	0	0	0	1
Q9BI71	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BI74	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9BI75	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BI86	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BI88	1	1	0	0	0	0	0	0	0	1
Q9BI89	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BIB3	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9BIB4	1	1	0	0	0	0	0	0	0	1
Q9BIB7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BIC1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BIC2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BIF4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BIG2	1	1	uniprotkb	6239	1	0	0	1	1	0
Q9BIG4	1	1	0	0	0	0	0	0	0	1
Q9BIG5	1	1	0	0	0	0	0	0	0	1
Q9BJK5	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9BKP1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BKP3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BKP8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BKQ8	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9BKR0	1	1	0	0	0	0	0	0	0	1
Q9BKR7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BKS0	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9BKS1	0	0	uniprotkb	6239	1	1	1	0	1	0
Q9BKS4	0	0	uniprotkb	6239	1	1	0	0	1	0
Q9BKT9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BKU2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BKU4	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9BKU9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BKW4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BKZ8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BKZ9	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9BL02	1	1	0	0	0	0	0	0	0	1
Q9BL03	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BL07	1	1	0	0	0	0	0	0	0	0
Q9BL19	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9BL39	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BL48	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BL53	0	0	uniprotkb	6239	0	1	0	0	1	0
Q9BL58	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BL64	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BL68	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BL70	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BL72	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BL79	0	0	uniprotkb	6239	0	1	0	0	1	0
Q9BL83	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BLB6	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9BLC2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BLC4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9BMK9	1	1	0	0	0	0	0	0	0	0
Q9BMN8	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9BPN8	1	1	0	0	0	0	0	0	0	0
Q9BPP1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GN62	1	1	0	0	0	0	0	0	0	0
Q9GPA0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GPA1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GPA2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GPA4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GQ60	1	1	0	0	0	0	0	0	0	1
Q9GQ63	1	1	0	0	0	0	0	0	0	1
Q9GR61	1	1	0	0	0	0	0	0	0	1
Q9GRV4	0	0	uniprotkb	6239	0	1	0	0	1	0
Q9GRY9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GRZ0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GRZ1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GRZ5	0	0	uniprotkb	6239	0	1	0	0	1	0
Q9GRZ9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GS00	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9GSX9	1	1	uniprotkb	6239	1	0	1	0	1	0
Q9GT24	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9GTD4	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9GUB8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GUC8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GUC9	1	1	0	0	0	0	0	0	0	0
Q9GUI5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GUM2	1	1	0	0	0	0	0	0	0	0
Q9GUM7	1	1	0	0	0	0	0	0	0	1
Q9GYF1	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9GYG1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYG4	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9GYH7	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9GYI0	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9GYI4	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9GYJ2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYJ3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYJ7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYJ9	0	0	uniprotkb	6239	1	1	0	0	1	0
Q9GYK1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYK2	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9GYK4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYM2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYM9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYN3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYP8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYQ4	1	1	0	0	0	0	0	0	0	1
Q9GYQ9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYR3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYR5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYS1	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9GYS8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GYS9	1	1	0	0	0	0	0	0	0	1
Q9GYT4	0	0	uniprotkb	6239	1	1	0	0	1	0
Q9GZC8	1	1	0	0	0	0	0	0	0	0
Q9GZD0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GZD5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GZE0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GZE3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GZE9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GZG5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GZG8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GZH0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GZH2	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9GZH3	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9GZH4	1	1	0	0	0	0	0	0	0	1
Q9GZH5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GZH6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GZI6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9GZI7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N2K7	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9N2L7	1	1	uniprotkb	6239	1	1	0	0	1	0
Q9N2U6	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9N2V2	1	1	0	0	0	0	0	0	0	1
Q9N2V3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N2V6	1	1	uniprotkb	6239	0	0	1	0	1	0
Q9N2V9	1	1	0	0	0	0	0	0	0	1
Q9N2W3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N2W5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N2W7	1	1	0	0	0	0	0	0	0	1
Q9N2X3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N2X7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N2Z7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N304	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N312	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N315	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N328	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N337	1	1	uniprotkb	6239	0	0	1	0	1	0
Q9N341	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N350	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N352	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N358	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9N359	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9N360	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N361	1	1	0	0	0	0	0	0	0	1
Q9N362	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N366	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N368	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N369	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N373	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N384	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N390	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N391	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N392	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9N393	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N394	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3A3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3B0	1	1	0	0	0	0	0	0	0	1
Q9N3C6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3C8	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3F0	1	1	0	0	0	0	0	0	0	1
Q9N3F1	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9N3F2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3F7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3H6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3H9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3I5	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3J4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3M9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3P1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3Q4	1	1	0	0	0	0	0	0	0	1
Q9N3Q8	1	1	0	0	0	0	0	0	0	1
Q9N3Q9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3R6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3R7	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3S2	1	1	0	0	0	0	0	0	0	0
Q9N3T2	1	1	uniprotkb	6239	1	1	0	0	1	0
Q9N3T6	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3T8	0	0	uniprotkb	6239	0	1	0	0	1	0
Q9N3U2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3U3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3V3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3V9	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3W2	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3X2	1	1	uniprotkb	6239	1	0	1	0	1	0
Q9N3X3	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3X4	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3X8	1	1	0	0	0	0	0	0	0	0
Q9N3Y1	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3Y3	0	0	uniprotkb	6239	0	1	0	0	1	0
Q9N3Y4	0	0	uniprotkb	6239	0	1	0	0	1	0
Q9N3Z0	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N3Z3	1	1	uniprotkb	6239	0	1	0	0	1	1
Q9N402	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N408	1	1	0	0	0	0	0	0	0	1
Q9N410	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N413	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N415	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N423	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N425	1	1	uniprotkb	6239	1	0	0	0	1	0
Q9N428	1	1	uniprotkb	6239	1	0	0	0	1	1
Q9N430	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N431	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N432	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N457	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N483	0	0	uniprotkb	6239	1	0	0	0	1	0
Q9N490	0	0	uniprotkb	6239	1	0	0	0	1	0
